"Location Type","Gross Salary","Unit Salary","Converted Salary","Segment","Role Type","Location","Education","Year of Experience","Certificate","Year","Start Date","End Date","Index","Adjusted Salary","Engineering","Production","Operational Support","Facilities","Non-Engineering","Drilling","Individual","Management","Sumatra","Jakarta","D3","D4","S1","S2","S3","SMA"
"Non-Remote","Rp15.160.739","Monthly","Rp15.160.739","Operational Support","Individual","Sumatra, Jakarta","D3",3,0,45173,45173,46021,2035336061,15842185.81,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp38.756.513","Monthly","Rp38.756.513","Non-Engineering","Individual","Sumatra, Jakarta","SMA",10,0,45173,45173,46021,2035336061,40498545.63,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp38.756.513","Monthly","Rp38.756.513","Non-Engineering","Individual","Sumatra, Jakarta","D3",4,0,45173,45173,46021,2035336061,40498545.63,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp38.756.513","Monthly","Rp38.756.513","Non-Engineering","Individual","Sumatra, Jakarta","S1",2,0,45173,45173,46021,2035336061,40498545.63,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp21.282.296","Monthly","Rp21.282.296","Drilling, Completion, Intervention","Individual","Sumatra, Jakarta","S1",5,0,45173,45173,46021,2035336061,22238895.32,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp16.123.927","Monthly","Rp16.123.927","Drilling, Completion, Intervention","Individual","Sumatra, Jakarta","D3",5,0,45173,45173,46021,2035336061,16848667.3,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp16.123.927","Monthly","Rp16.123.927","Drilling, Completion, Intervention","Individual","Sumatra, Jakarta","S1",0.5,0,45173,45173,46021,2035336061,16848667.3,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp11.381.141","Monthly","Rp11.381.141","Operational Support","Individual","Sumatra, Jakarta","SMA",3,0,45173,45173,46021,2035336061,11892701.96,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp65.735.512","Monthly","Rp65.735.512","Facilities Engineering and Construction","Individual","Sumatra","S1",10,0,44782,44782,45488,1907616471,73289177.05,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp48.627.891","Monthly","Rp48.627.891","Facilities Engineering and Construction","Individual","Sumatra","S1",12,0,44782,44782,45488,1907616471,54215720.01,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp38.252.500","Monthly","Rp38.252.500","Facilities Engineering and Construction","Individual","Sumatra","S1",12,0,44782,44782,45488,1907616471,42648093.24,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp46.423.125","Monthly","Rp46.423.125","Facilities Engineering and Construction","Individual","Sumatra","S1",7,0,44782,44782,45488,1907616471,51757604.43,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp65.735.512","Monthly","Rp65.735.512","Facilities Engineering and Construction","Individual","Sumatra","S1",6,0,44782,44782,45488,1907616471,73289177.05,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp35.386.434","Monthly","Rp35.386.434","Facilities Engineering and Construction","Individual","Sumatra","S1",7,0,44782,44782,45488,1907616471,39452687.71,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp36.766.932","Monthly","Rp36.766.932","Facilities Engineering and Construction","Individual","Sumatra","S1",4,0,44782,44782,45488,1907616471,40991818.68,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp36.766.932","Monthly","Rp36.766.932","Facilities Engineering and Construction","Individual","Sumatra","D3",10,0,44782,44782,45488,1907616471,40991818.68,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp55.039.091","Monthly","Rp55.039.091","Facilities Engineering and Construction","Individual","Sumatra","S1",6,0,44782,44782,45488,1907616471,61363630.74,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp55.039.091","Monthly","Rp55.039.091","Facilities Engineering and Construction","Individual","Sumatra","SMA",12,0,44782,44782,45488,1907616471,61363630.74,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp55.039.091","Monthly","Rp55.039.091","Facilities Engineering and Construction","Individual","Sumatra","D3",9,0,44782,44782,45488,1907616471,61363630.74,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Remote","Rp55.885.091","Monthly","Rp55.885.091","Facilities Engineering and Construction","Individual","Sumatra","S1",6,0,44782,44782,45488,1907616471,62306844.57,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Remote","Rp55.885.091","Monthly","Rp55.885.091","Facilities Engineering and Construction","Individual","Sumatra","SMA",12,0,44782,44782,45488,1907616471,62306844.57,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"Remote","Rp55.885.091","Monthly","Rp55.885.091","Facilities Engineering and Construction","Individual","Sumatra","D3",9,0,44782,44782,45488,1907616471,62306844.57,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp23.396.818","Monthly","Rp23.396.818","Engineering","Individual","Sumatra","S1",6,0,44782,44782,45488,1907616471,26085345.42,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp23.396.818","Monthly","Rp23.396.818","Engineering","Individual","Sumatra","D3",9,0,44782,44782,45488,1907616471,26085345.42,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp21.911.250","Monthly","Rp21.911.250","Operational Support","Individual","Sumatra","S1",6,0,44782,44782,45488,1907616471,24429070.86,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp21.911.250","Monthly","Rp21.911.250","Operational Support","Individual","Sumatra","D3",7,0,44782,44782,45488,1907616471,24429070.86,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp63.209.716","Monthly","Rp63.209.716","Facilities Engineering and Construction","Individual","Sumatra","S1",4,0,44782,44782,45488,1907616471,70473141.93,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Remote","Rp64.330.716","Monthly","Rp64.330.716","Facilities Engineering and Construction","Individual","Sumatra","S1",6,0,44782,44782,45488,1907616471,71722956,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp59.495.796","Monthly","Rp59.495.796","Facilities Engineering and Construction","Individual","Sumatra","S1",6,0,44782,44782,45488,1907616471,66332455.53,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Remote","Rp60.491.796","Monthly","Rp60.491.796","Facilities Engineering and Construction","Individual","Sumatra","S1",5,0,44782,44782,45488,1907616471,67442905.85,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp69.894.773","Monthly","Rp69.894.773","Facilities Engineering and Construction","Management","Sumatra","S1",5,0,44782,44782,45488,1907616471,77926378.56,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp69.894.773","Monthly","Rp69.894.773","Facilities Engineering and Construction","Management","Sumatra","SMA",22,0,44782,44782,45488,1907616471,77926378.56,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Non-Remote","Rp69.894.773","Monthly","Rp69.894.773","Facilities Engineering and Construction","Management","Sumatra","D3",12,0,44782,44782,45488,1907616471,77926378.56,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Remote","Rp71.240.773","Monthly","Rp71.240.773","Facilities Engineering and Construction","Management","Sumatra","S1",10,0,44782,44782,45488,1907616471,79427047.37,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Remote","Rp71.240.773","Monthly","Rp71.240.773","Facilities Engineering and Construction","Management","Sumatra","SMA",22,0,44782,44782,45488,1907616471,79427047.37,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"Remote","Rp71.240.773","Monthly","Rp71.240.773","Facilities Engineering and Construction","Management","Sumatra","D3",12,0,44782,44782,45488,1907616471,79427047.37,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp69.684.610","Monthly","Rp69.684.610","Facilities Engineering and Construction","Individual","Sumatra","S1",10,0,44782,44782,45488,1907616471,77692065.74,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp69.684.610","Monthly","Rp69.684.610","Facilities Engineering and Construction","Individual","Sumatra","D3",12,0,44782,44782,45488,1907616471,77692065.74,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Remote","Rp71.023.536","Monthly","Rp71.023.536","Facilities Engineering and Construction","Individual","Sumatra","S1",8,0,44782,44782,45488,1907616471,79184847.68,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Remote","Rp71.023.536","Monthly","Rp71.023.536","Facilities Engineering and Construction","Individual","Sumatra","D3",12,0,44782,44782,45488,1907616471,79184847.68,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp66.923.637","Monthly","Rp66.923.637","Facilities Engineering and Construction","Individual","Sumatra","S1",8,0,44782,44782,45488,1907616471,74613829.45,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp66.923.637","Monthly","Rp66.923.637","Facilities Engineering and Construction","Individual","Sumatra","SMA",15,0,44782,44782,45488,1907616471,74613829.45,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp66.923.637","Monthly","Rp66.923.637","Facilities Engineering and Construction","Individual","Sumatra","D3",8,0,44782,44782,45488,1907616471,74613829.45,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Remote","Rp68.169.637","Monthly","Rp68.169.637","Facilities Engineering and Construction","Individual","Sumatra","S1",5,0,44782,44782,45488,1907616471,76003007.26,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Remote","Rp68.169.637","Monthly","Rp68.169.637","Facilities Engineering and Construction","Individual","Sumatra","SMA",15,0,44782,44782,45488,1907616471,76003007.26,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"Remote","Rp68.169.637","Monthly","Rp68.169.637","Facilities Engineering and Construction","Individual","Sumatra","D3",8,0,44782,44782,45488,1907616471,76003007.26,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp63.952.500","Monthly","Rp63.952.500","Facilities Engineering and Construction","Management","Sumatra","S1",6,0,44782,44782,45488,1907616471,71301279.21,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp63.952.500","Monthly","Rp63.952.500","Facilities Engineering and Construction","Management","Sumatra","D3",16,0,44782,44782,45488,1907616471,71301279.21,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Remote","Rp65.098.500","Monthly","Rp65.098.500","Facilities Engineering and Construction","Management","Sumatra","S1",12,0,44782,44782,45488,1907616471,72578966.03,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"Remote","Rp65.098.500","Monthly","Rp65.098.500","Facilities Engineering and Construction","Management","Sumatra","D3",16,0,44782,44782,45541,1907616471,72578966.03,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp59.495.796","Monthly","Rp59.495.796","Engineering","Individual","Sumatra","S1",12,0,44782,44782,45541,1907616471,66332455.53,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp59.495.796","Monthly","Rp59.495.796","Engineering","Individual","Sumatra","D3",12,0,44782,44782,45541,1907616471,66332455.53,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Remote","Rp60.491.796","Monthly","Rp60.491.796","Engineering","Individual","Sumatra","S1",9,0,44782,44782,45513,1907616471,67442905.85,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Remote","Rp60.491.796","Monthly","Rp60.491.796","Engineering","Individual","Sumatra","D3",12,0,44782,44782,45513,1907616471,67442905.85,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp63.952.500","Monthly","Rp63.952.500","Engineering","Management","Sumatra","S1",9,0,44782,44782,45513,1907616471,71301279.21,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Non-Remote","Rp63.952.500","Monthly","Rp63.952.500","Engineering","Management","Sumatra","D3",16,0,44782,44782,45513,1907616471,71301279.21,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Remote","Rp65.098.500","Monthly","Rp65.098.500","Engineering","Management","Sumatra","S1",12,0,44782,44782,45513,1907616471,72578966.03,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Remote","Rp65.098.500","Monthly","Rp65.098.500","Engineering","Management","Sumatra","D3",16,0,44782,44782,45513,1907616471,72578966.03,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Non-Remote","Rp36.766.932","Monthly","Rp36.766.932","Facilities Engineering and Construction","Individual","Sumatra","S1",12,0,44782,44782,45513,1907616471,40991818.68,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp36.766.932","Monthly","Rp36.766.932","Engineering","Individual","Sumatra","S1",7,0,44782,44782,45513,1907616471,40991818.68,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp36.766.932","Monthly","Rp36.766.932","Engineering","Individual","Sumatra","S1",7,0,44782,44782,45513,1907616471,40991818.68,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp36.766.932","Monthly","Rp36.766.932","Engineering","Individual","Sumatra","S1",7,0,44782,44782,45513,1907616471,40991818.68,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp36.766.932","Monthly","Rp36.766.932","Engineering","Individual","Sumatra","S1",7,0,44782,44782,45513,1907616471,40991818.68,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp52.766.932","Monthly","Rp52.766.932","Facilities Engineering and Construction","Individual","Sumatra","S1",6,0,44782,44782,45513,1907616471,58830378.04,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp30.824.659","Monthly","Rp30.824.659","Engineering","Individual","Sumatra","S1",5,0,44782,44782,45513,1907616471,34366719.33,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp30.824.659","Monthly","Rp30.824.659","Engineering","Individual","Sumatra","D3",7,0,44782,44782,45513,1907616471,34366719.33,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp69.449.433","Monthly","Rp69.449.433","Facilities Engineering and Construction","Individual","Sumatra","S1",5,0,44782,44782,45513,1907616471,77429864.56,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp69.449.433","Monthly","Rp69.449.433","Facilities Engineering and Construction","Individual","Sumatra","D3",20,0,44782,44782,45513,1907616471,77429864.56,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp37.509.716","Monthly","Rp37.509.716","Facilities Engineering and Construction","Individual","Sumatra","S1",15,0,44782,44782,45513,1907616471,41819955.96,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp37.509.716","Monthly","Rp37.509.716","Facilities Engineering and Construction","Individual","Sumatra","D3",12,0,44782,44782,45513,1907616471,41819955.96,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp30.081.875","Monthly","Rp30.081.875","Facilities Engineering and Construction","Individual","Sumatra","S1",8,0,44782,44782,45513,1907616471,33538582.05,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp30.081.875","Monthly","Rp30.081.875","Facilities Engineering and Construction","Individual","Sumatra","D3",7,0,44782,44782,45513,1907616471,33538582.05,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp37.509.716","Monthly","Rp37.509.716","Non-Engineering","Individual","Sumatra","S1",4,0,44782,44782,45513,1907616471,41819955.96,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp37.509.716","Monthly","Rp37.509.716","Non-Engineering","Individual","Sumatra","SMA",15,0,44782,44782,45513,1907616471,41819955.96,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp37.509.716","Monthly","Rp37.509.716","Non-Engineering","Individual","Sumatra","D3",12,0,44782,44782,45513,1907616471,41819955.96,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp305.000","Monthly","Rp305.000","Non-Engineering","Individual","Sumatra","S1",10,0,44782,44782,45513,1907616471,340047.54,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"Non-Remote","Rp305.000","Monthly","Rp305.000","Non-Engineering","Individual","Sumatra","SMA",10,0,44782,44782,45513,1907616471,340047.54,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"Non-Remote","Rp305.000","Monthly","Rp305.000","Non-Engineering","Individual","Sumatra","D3",8,0,44782,44782,45513,1907616471,340047.54,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"Non-Remote","Rp21.059.606","Monthly","Rp21.059.606","Operational Support","Individual","Sumatra, Jakarta","D3",7,0,45133,45133,45421,2156970969,20765232.62,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp21.059.606","Monthly","Rp21.059.606","Operational Support","Individual","Sumatra, Jakarta","D3",7,0,45133,45133,45421,2156970969,20765232.62,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp36.011.644","Monthly","Rp36.011.644","Engineering","Individual","Sumatra, Jakarta","S1",4,0,45133,45133,45623,2156970969,35508269.47,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp36.790.396","Monthly","Rp36.790.396","Non-Engineering","Individual","Sumatra, Jakarta","S1",7,0,45133,45133,45623,2156970969,36276135.99,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp36.790.396","Monthly","Rp36.790.396","Non-Engineering","Individual","Sumatra, Jakarta","SMA",13,0,45133,45133,45623,2156970969,36276135.99,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp36.790.396","Monthly","Rp36.790.396","Non-Engineering","Individual","Sumatra, Jakarta","D3",10,0,45133,45133,45754,2156970969,36276135.99,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp29.002.876","Monthly","Rp29.002.876","Non-Engineering","Individual","Sumatra, Jakarta","S1",8,0,45133,45133,45754,2156970969,28597470.76,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp29.002.876","Monthly","Rp29.002.876","Non-Engineering","Individual","Sumatra, Jakarta","SMA",10,0,45133,45133,45754,2156970969,28597470.76,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
"Non-Remote","Rp29.002.876","Monthly","Rp29.002.876","Non-Engineering","Individual","Sumatra, Jakarta","D3",8,0,45133,45133,45421,2156970969,28597470.76,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp29.002.876","Monthly","Rp29.002.876","Engineering","Individual","Sumatra, Jakarta","S1",4,0,45133,45133,45421,2156970969,28597470.76,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp29.002.876","Monthly","Rp29.002.876","Engineering","Individual","Sumatra, Jakarta","D3",7,0,45133,45133,45421,2156970969,28597470.76,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp36.790.396","Monthly","Rp36.790.396","Engineering","Individual","Sumatra, Jakarta","S1",4,0,45133,45133,45421,2156970969,36276135.99,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp36.790.396","Monthly","Rp36.790.396","Engineering","Individual","Sumatra, Jakarta","D3",12,0,45133,45133,45421,2156970969,36276135.99,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp70.276.732","Monthly","Rp70.276.732","Engineering","Management","Sumatra, Jakarta","S1",8,0,45133,45133,45421,2156970969,69294396.48,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
"Non-Remote","Rp70.276.732","Monthly","Rp70.276.732","Engineering","Management","Sumatra, Jakarta","D3",20,0,45133,45133,45638,2156970969,69294396.48,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"Non-Remote","Rp34.564.298","Monthly","Rp34.564.298","Facilities Engineering and Construction","Individual","Sumatra, Jakarta","S1",15,0,45133,45133,45638,2156970969,34081154.62,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp36.011.644","Monthly","Rp36.011.644","Engineering","Individual","Sumatra, Jakarta","S1",6,0,45133,45133,45638,2156970969,35508269.47,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp29.781.628","Monthly","Rp29.781.628","Non-Engineering","Individual","Sumatra, Jakarta","S1",7,0,45133,45133,45638,2156970969,29365337.28,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp29.781.628","Monthly","Rp29.781.628","Non-Engineering","Individual","Sumatra, Jakarta","D3",8,0,45133,45133,45638,2156970969,29365337.28,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp23.551.612","Monthly","Rp23.551.612","Non-Engineering","Individual","Sumatra, Jakarta","S1",6,0,45133,45133,45638,2156970969,23222405.1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp23.551.612","Monthly","Rp23.551.612","Non-Engineering","Individual","Sumatra, Jakarta","D3",7,0,45133,45133,45638,2156970969,23222405.1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp20.436.604","Monthly","Rp20.436.604","Non-Engineering","Individual","Sumatra, Jakarta","S1",5,0,45133,45133,45676,2156970969,20150939.01,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp20.436.604","Monthly","Rp20.436.604","Non-Engineering","Individual","Sumatra, Jakarta","D3",5,0,45133,45133,45676,2156970969,20150939.01,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp20.436.604","Monthly","Rp20.436.604","Non-Engineering","Individual","Sumatra, Jakarta","S1",0,0,45133,45133,45676,2156970969,20150939.01,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp36.011.644","Monthly","Rp36.011.644","Engineering","Individual","Sumatra, Jakarta","S1",4,0,45133,45133,45676,2156970969,35508269.47,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp37.569.148","Monthly","Rp37.569.148","Engineering","Individual","Sumatra, Jakarta","S1",6,0,45133,45133,45676,2156970969,37044002.51,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp37.569.148","Monthly","Rp37.569.148","Engineering","Individual","Sumatra, Jakarta","S1",6,0,45133,45133,45638,2156970969,37044002.51,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp37.569.148","Monthly","Rp37.569.148","Engineering","Individual","Sumatra, Jakarta","S1",4,1,45133,45133,45506,2156970969,37044002.51,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp36.011.644","Monthly","Rp36.011.644","Facilities Engineering and Construction","Individual","Sumatra, Jakarta","S2",4,1,45133,45133,45506,2156970969,35508269.47,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
"Non-Remote","Rp36.011.644","Monthly","Rp36.011.644","Facilities Engineering and Construction","Individual","Sumatra, Jakarta","D3",10,0,45133,45133,45505,2156970969,35508269.47,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp46.135.420","Monthly","Rp46.135.420","Facilities Engineering and Construction","Individual","Sumatra, Jakarta","S1",6,0,45133,45133,45505,2156970969,45490534.27,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp46.135.420","Monthly","Rp46.135.420","Facilities Engineering and Construction","Individual","Sumatra, Jakarta","D3",8,0,45133,45133,46021,2156970969,45490534.27,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp66.382.972","Monthly","Rp66.382.972","Facilities Engineering and Construction","Individual","Sumatra, Jakarta","S1",6,0,45133,45133,46021,2156970969,65455063.86,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp66.382.972","Monthly","Rp66.382.972","Engineering","Individual","Sumatra, Jakarta","S1",10,0,45133,45133,46021,2156970969,65455063.86,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp57.414.961","Monthly","Rp57.414.961","Engineering","Individual","Sumatra, Jakarta","S1",10,0,45133,45133,46021,2156970969,56612408.66,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp57.414.961","Monthly","Rp57.414.961","Engineering","Individual","Sumatra, Jakarta","S1",10,1,45133,45133,46021,2156970969,56612408.66,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp57.414.961","Monthly","Rp57.414.961","Facilities Engineering and Construction","Individual","Sumatra, Jakarta","S2",10,1,45133,45133,46021,2156970969,56612408.66,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
"Non-Remote","Rp57.414.961","Monthly","Rp57.414.961","Non-Engineering","Individual","Sumatra, Jakarta","S1",10,0,45133,45133,37256,2156970969,56612408.66,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp57.414.961","Monthly","Rp57.414.961","Non-Engineering","Individual","Sumatra, Jakarta","D3",16,0,45133,45133,37256,2156970969,56612408.66,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp57.414.961","Monthly","Rp57.414.961","Engineering","Individual","Sumatra, Jakarta","S1",13,0,45133,45133,45904,2156970969,56612408.66,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp57.414.961","Monthly","Rp57.414.961","Engineering","Individual","Sumatra, Jakarta","D3",14,0,45133,45133,45904,2156970969,56612408.66,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp21.994.108","Monthly","Rp21.994.108","Engineering","Individual","Sumatra, Jakarta","S1",8,0,45133,45133,45904,2156970969,21686672.05,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp21.994.108","Monthly","Rp21.994.108","Engineering","Individual","Sumatra, Jakarta","D3",10,0,45133,45133,45506,2156970969,21686672.05,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"Non-Remote","Rp36.011.644","Monthly","Rp36.011.644","Engineering","Individual","Sumatra, Jakarta","S1",5,0,45133,45133,45506,2156970969,35508269.47,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S1",6,0,45133,45133,45505,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"Non-Remote","Rp124.299.017","Monthly","Rp124.299.017","Engineering","Individual","Sumatra, Jakarta","S1",25,1,45133,45133,45505,2156970969,122561552.32,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
